"STATION","NAME","DATE","AWND","PRCP","TMAX","TMIN"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-10-29","5.14","0.00","47","38"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-10-30","11.63","0.00","47","37"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-10-31","11.41","0.00","42","36"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-01","4.47","0.04","45","35"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-02","4.47","0.16","60","45"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-03","8.05",,"52","36"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-04","8.50","0.42","52","39"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-05","6.49","0.28","63","49"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-06","6.71","0.00","49","37"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-07","3.80","0.00","49","33"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-08","4.70","0.00","48","29"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-09","11.41","0.00","48","25"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-10","7.83","0.00","29","19"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-11","7.83","0.00","37","22"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-12","2.24","0.14","40","33"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-13","4.70","0.00","43","35"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-14","4.70","0.00","47","33"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-15","12.30","0.23","47","38"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-16","12.30","0.00","45","36"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-17","8.50","0.00","56","33"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-18","9.17","1.59","65","38"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-19","12.30","0.00",,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-20","15.43","0.00",,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-21","14.09","0.08",,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-22","6.04","0.00","35","27"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-23","9.84","0.00","39","27"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-24","12.30","0.00","52","31"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-25","11.41","0.00","51","35"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-26","8.72","0.00","43","27"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-27","4.25","0.00","44","29"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-28","14.54","0.00","63","41"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-29","6.49","0.00","53","33"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-11-30","7.83","0.11","51","29"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-01","3.80","0.00","48","29"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-02","4.25","0.00","49","33"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-03","4.25","0.00","53","30"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-04","12.08","0.04","54","37"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-05","19.69","0.02","56","30"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-06","15.88","0.00","40","27"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-07","10.07","0.00","33","24"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-08","12.75","0.00","32","20"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-09","8.05","0.00","29","26"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-10","10.51","0.00","28","24"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-11","5.59","0.15","31","22"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-12","12.30","0.00","31","13"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-13","8.50","0.13","24","13"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-14","6.49","0.00","23","6"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-15","11.41","0.00","26","15"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-16","7.61","0.01","32","21"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-17","6.26","0.00","34","21"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-18","9.40","0.01","42","29"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-19","13.42","0.00","48","37"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-20","5.37","0.00","38","27"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-21","8.05","0.00","34","27"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-22","5.14","0.00","34","32"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-23","6.49","0.02","38","28"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-24","7.16","0.22","28","21"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-25","11.86",,"22","10"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-26","6.93",,"13","2"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-27","5.82","0.00","13","0"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-28","3.36",,"14","-4"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-29","7.61",,"19","11"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-30","9.62",,"17","6"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-31","4.70","0.00","17","-1"
